"STATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01","WV03"
"USW00024233","2012-03-20","14.32",,,"0.14","0.0","0.0",,"46","36",,"  210","  220",,"28.0","36.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-03-21","5.59",,,"0.05","0.0","0.0",,"48","34",,"  200","  190",,"17.0","21.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-03-22","4.70",,,"0.16","0.0","0.0",,"50","35",,"  200","  180",,"13.0","15.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-03-23","6.26",,,"0.00","0.0","0.0",,"54","33",,"   10","   10",,"16.1","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-03-24","11.63",,,"0.00","0.0","0.0",,"59","38",,"   10","   10",,"17.9","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-03-25","6.04",,,"0.00","0.0","0.0",,"56","36",,"  210","  230",,"15.0","19.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-03-26","9.62",,,"0.00","0.0","0.0",,"55","43",,"  220","  230",,"17.0","21.9",,,,,,,,,,,,"    1",,,,,,,,,
"USW00024233","2012-03-27","8.50",,,"0.19","0.0","0.0",,"58","44",,"  240","  250",,"19.9","25.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-03-28","13.20",,,"0.05","0.0","0.0",,"51","45",,"  190","  190",,"25.9","34.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-03-29","9.84",,,"1.08","0.0","0.0",,"50","43",,"  160","  180",,"23.9","32.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-03-30","10.51",,,"0.22","0.0","0.0",,"49","41",,"  220","  220",,"25.9","36.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-03-31","7.61",,,"0.52","0.0","0.0",,"50","37",,"   20","  360",,"21.9","25.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-04-01","15.21",,,"0.06","0.0","0.0",,"48","40",,"  220","  220",,"30.0","40.9","    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-04-02","6.93",,,"0.00","0.0","0.0",,"62","40",,"  170","  180",,"15.0","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-04-03","6.93",,,"0.06","0.0","0.0",,"53","38",,"  220","  220",,"21.0","29.1","    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-04-04","4.70",,,"0.00","0.0","0.0",,"51","37",,"  260","  260",,"15.0","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-04-05","4.03",,,"0.18","0.0","0.0",,"49","37",,"  290","  290",,"13.0","16.1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-04-06","5.82",,,"0.01","0.0","0.0",,"52","38",,"  220","  200",,"12.1","17.0",,,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00024233","2012-04-07","9.62",,,"0.00","0.0","0.0",,"61","35",,"  360","  360",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-04-08","9.17",,,"0.00","0.0","0.0",,"70","45",,"   70","  120",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-04-09","4.70",,,"0.00","0.0","0.0",,"68","43",,"   20","   30",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-04-10","7.16",,,"0.00","0.0","0.0",,"64","48",,"  220","  210",,"14.1","17.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-04-11","5.82",,,"0.09","0.0","0.0",,"52","45",,"  160","  220",,"13.0","17.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2012-04-12","5.82",,,"0.02","0.0","0.0",,"57","42",,"  240","  240",,"23.0","30.0",,,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00024233","2012-04-13","8.95",,,"0.00","0.0","0.0",,"59","39",,"  340","  340",,"19.9","23.0","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2012-04-14","6.71",,,"0.00","0.0","0.0",,"60","38",,"  210","  210",,"12.1","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-04-15","6.49",,,"0.00","0.0","0.0",,"61","45",,"  240","  250",,"13.0","15.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-04-16","12.97",,,"0.32","0.0","0.0",,"56","44",,"  210","  210",,"25.1","33.1","    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-04-17","4.47",,,"0.07","0.0","0.0",,"50","40",,"  120","  110",,"10.1","15.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-04-18","8.72",,,"0.07","0.0","0.0",,"56","45",,"  220","  210",,"17.9","21.9","    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-04-19","5.82",,,"0.43","0.0","0.0",,"57","41",,"  210","  210",,"16.1","21.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-04-20","6.04",,,"0.26","0.0","0.0",,"56","44",,"  210","  220",,"17.0","21.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-04-21","5.14",,,"0.00","0.0","0.0",,"68","40",,"  340","  290",,"10.1","13.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-04-22","5.82",,,"0.00","0.0","0.0",,"74","47",,"   20","   10",,"16.1","17.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-04-23","7.83",,,"0.00","0.0","0.0",,"71","48",,"  350","  350",,"16.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-04-24","6.26",,,"0.17","0.0","0.0",,"57","50",,"  210","  170",,"14.1","17.9","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2012-04-25","5.82",,,"0.42","0.0","0.0",,"62","48",,"  250","  260",,"17.0","23.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-04-26","11.63",,,"0.15","0.0","0.0",,"57","44",,"  220","  210",,"28.0","38.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-04-27","10.74",,,"0.03","0.0","0.0",,"56","43",,"  210","  230",,"19.9","25.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-04-28","5.59",,,"0.00","0.0","0.0",,"61","47",,"  240","  190",,"12.1","17.0",,,,,,,,,,,,"    1",,,,,,,,,
"USW00024233","2012-04-29","3.58",,,"0.17","0.0","0.0",,"60","48",,"  250","  250",,"14.1","17.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2012-04-30","17.90",,,"0.17","0.0","0.0",,"55","45",,"  210","  210",,"25.9","38.0",,,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2012-05-01","14.32",,,"0.02","0.0","0.0",,"53","43",,"  190","  200",,"25.9","32.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-05-02","5.59",,,"0.02","0.0","0.0",,"56","42",,"  190","  200",,"12.1","15.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-05-03","7.61",,,"0.73","0.0","0.0",,"52","45",,"  210","  210",,"19.9","25.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-05-04","10.29",,,"0.07","0.0","0.0",,"54","43",,"  220","  310",,"19.9","30.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-05-05","5.14",,,"0.00","0.0","0.0",,"56","41",,"  210","  240",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-05-06","5.37",,,"0.00","0.0","0.0",,"64","41",,"  290","  300",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-05-07","4.92",,,"0.00","0.0","0.0",,"75","43",,"  290","  300",,"12.1","14.1",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-05-08","6.71",,,"0.00","0.0","0.0",,"65","49",,"   40","   40",,"21.9","25.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-05-09","8.72",,,"0.00","0.0","0.0",,"56","44",,"   20","   10",,"21.9","23.9",,,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00024233","2012-05-10","6.71",,,"0.00","0.0","0.0",,"58","39",,"   30","   30",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-05-11","9.62",,,"0.00","0.0","0.0",,"65","40",,"   30","   20",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-05-12","7.61",,,"0.00","0.0","0.0",,"76","44",,"  360","  310",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-05-13","9.40",,,"0.00","0.0","0.0",,"78","49",,"   20","  350",,"15.0","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-05-14","8.50",,,"0.00","0.0","0.0",,"80","55",,"   40","   30",,"15.0","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-05-15","9.17",,,"0.00","0.0","0.0",,"76","49",,"   40","   30",,"25.9","31.1","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2012-05-16","7.83",,,"0.00","0.0","0.0",,"67","49",,"   40","   50",,"21.9","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-05-17","6.49",,,"0.00","0.0","0.0",,"64","44",,"  210","  220",,"16.1","17.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-05-18","6.93",,,"0.00","0.0","0.0",,"60","46",,"  200","  190",,"14.1","17.0",,,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00024233","2012-05-19","3.36",,,"0.00","0.0","0.0",,"67","45",,"  240","  320",,"10.1","14.1",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-05-20","2.91",,,"0.25","0.0","0.0",,"58","53",,"  120","  150",,"8.9","13.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-05-21","8.95",,,"0.55","0.0","0.0",,"62","50",,"  220","  220",,"19.9","25.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-05-22","10.74",,,"0.24","0.0","0.0",,"55","48",,"  190","  210",,"17.9","25.1","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2012-05-23","14.09",,,"0.01","0.0","0.0",,"58","48",,"  200","  130",,"21.0","29.1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-05-24","7.38",,,"0.00","0.0","0.0",,"63","48",,"  360","  200",,"17.9","23.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-05-25","6.93",,,"0.00","0.0","0.0",,"72","48",,"  350","  350",,"17.0","21.9",,,"    1",,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-05-26","8.05",,,"0.00","0.0","0.0",,"72","48",,"  240","  250",,"19.9","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-05-27","8.28",,,"0.00","0.0","0.0",,"63","53",,"  230","  200",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-05-28","7.61",,,"0.00","0.0","0.0",,"62","50",,"  210","  240",,"17.9","23.0",,,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00024233","2012-05-29","4.03",,,"0.00","0.0","0.0",,"61","46",,"  200","  240",,"12.1","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-05-30","3.36",,,"0.01","0.0","0.0",,"66","52",,"  250","  250",,"10.1","14.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-05-31","6.04",,,"0.15","0.0","0.0",,"64","54",,"  230","  230",,"15.0","19.9","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2012-06-01","8.28",,,"0.26","0.0","0.0",,"68","55",,"  230","  210",,"17.0","21.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-06-02","8.28",,,"0.01","0.0","0.0",,"66","51",,"  220","  240",,"17.9","23.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-06-03","6.49",,,"0.00","0.0","0.0",,"63","49",,"  160","  210",,"12.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-06-04","6.93",,,"0.05","0.0","0.0",,"55","48",,"   10","   10",,"15.0","17.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-06-05","7.38",,,"0.63","0.0","0.0",,"56","47",,"  200","  190",,"15.0","17.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-06-06","7.61",,,"0.00","0.0","0.0",,"61","43",,"  230","  200",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-06-07","7.83",,,"0.65","0.0","0.0",,"61","48",,"  230","  240",,"23.0","30.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-06-08","6.71",,,"0.06","0.0","0.0",,"59","47",,"  190","  190",,"15.0","19.9","    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-06-09","10.51",,,"0.00","0.0","0.0",,"63","47",,"  210","  230",,"17.9","23.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-06-10","6.49",,,"0.00","0.0","0.0",,"66","50",,"  190","  190",,"13.0","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-06-11","4.03",,,"0.00","0.0","0.0",,"74","50",,"  250",,,"8.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-06-12","8.72",,,"0.03","0.0","0.0",,"65","55",,"  210","  220",,"21.9","28.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2012-06-13","9.62",,,"0.00","0.0","0.0",,"61","52",,"  210","  200",,"23.0","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-06-14","6.04",,,"0.00","0.0","0.0",,"63","50",,"  230","  240",,"12.1","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-06-15","3.80",,,"0.00","0.0","0.0",,"72","49",,"  250",,,"8.1",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-06-16","9.17",,,"0.00","0.0","0.0",,"70","59",,"  210","  210",,"17.9","23.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-06-17","14.32",,,"0.00","0.0","0.0",,"66","53",,"  210","  210",,"25.9","34.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-06-18","8.50",,,"0.12","0.0","0.0",,"63","50",,"  210","  210",,"17.9","23.0",,,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2012-06-19","6.71",,,"0.04","0.0","0.0",,"67","50",,"  190","  190",,"15.0","19.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-06-20","6.71",,,"0.00","0.0","0.0",,"76","50",,"  300","  290",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-06-21","4.70",,,"0.00","0.0","0.0",,"75","53",,"  290","  320",,"12.1","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-06-22","4.25",,,"0.62","0.0","0.0",,"57","53",,"  180","  180",,"13.0","15.0",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-06-23","5.59",,,"0.34","0.0","0.0",,"60","49",,"  220","  210",,"21.0","29.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-06-24","4.47",,,"0.00","0.0","0.0",,"67","49",,"  250","  210",,"15.0","21.0","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2012-06-25","6.93",,,"0.02","0.0","0.0",,"67","52",,"   20","  250",,"14.1","17.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-06-26","7.61",,,"0.00","0.0","0.0",,"65","51",,"  220","  210",,"16.1","21.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-06-27","4.03",,,"0.00","0.0","0.0",,"73","48",,"  280","  270",,"8.9","13.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-06-28","5.59",,,"0.00","0.0","0.0",,"72","53",,"  230","  260",,"14.1","17.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-06-29","4.25",,,"0.01","0.0","0.0",,"71","59",,"  220","  190",,"10.1","14.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-06-30","5.37",,,"0.12","0.0","0.0",,"68","56",,"  200","  230",,"13.0","16.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-07-01","5.14"," 9999",,"0.00","0.0","0.0",,"68","54",,"  210","  240",,"12.1","14.1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-07-02","4.70"," 9999",,"0.08","0.0","0.0",,"66","53",,"  200","  220",,"12.1","15.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-07-03","13.42"," 9999",,"0.23","0.0","0.0",,"65","51",,"  210","  210",,"25.1","33.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-07-04","8.50"," 9999",,"0.00","0.0","0.0",,"69","49",,"  290","  290",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-07-05","6.93"," 9999",,"0.00","0.0","0.0",,"76","51",,"   20","   20",,"12.1","15.0",,,,,,,,"    1",,,,,,,,,,,,,
"USW00024233","2012-07-06","4.70"," 9999",,"0.00","0.0","0.0",,"77","52",,"   20","  280",,"10.1","14.1",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-07-07","8.50"," 9999",,"0.00","0.0","0.0",,"80","55",,"  330","  330",,"15.0","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-07-08","6.26"," 9999",,"0.00","0.0","0.0",,"83","58",,"  350","  340",,"17.0","19.9",,,"    1",,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-07-09","4.47"," 9999",,"0.06","0.0","0.0",,"77","55",,"  230","  290",,"8.1","13.0",,,"    1",,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00024233","2012-07-10","5.14"," 9999",,"0.00","0.0","0.0",,"75","52",,"   20","   10",,"12.1","14.1",,,,,,,,"    1",,,"    1",,,,,,,,,,
"USW00024233","2012-07-11","6.49"," 9999",,"0.00","0.0","0.0",,"82","56",,"   10","   20",,"13.0","16.1","    1",,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-07-12","6.04"," 9999",,"0.00","0.0","0.0",,"78","56",,"  240","  240",,"13.0","15.0","    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2012-07-13","4.92"," 9999",,"0.02","0.0","0.0",,"74","57",,"  250","  270",,"10.1","17.0",,,"    1",,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-07-14","4.92"," 9999",,"0.00","0.0","0.0",,"77","59",,"  220","  220",,"12.1","15.0","    1","    1","    1",,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-07-15","8.50"," 9999",,"0.00","0.0","0.0",,"66","56",,"  210","  230",,"21.0","28.0",,,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00024233","2012-07-16","5.59"," 9999",,"0.01","0.0","0.0",,"79","56",,"  350","  350",,"16.1","21.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-07-17","5.82"," 9999",,"0.00","0.0","0.0",,"71","59",,"  190","  200",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-07-18","6.49"," 9999",,"0.00","0.0","0.0",,"70","58",,"  240","  250",,"12.1","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-07-19","4.92"," 9999",,"0.00","0.0","0.0",,"77","58",,"  290","  350",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-07-20","8.95"," 9999",,"0.60","0.0","0.0",,"67","57",,"  220","  230",,"16.1","21.9",,,"    1",,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2012-07-21","5.14"," 9999",,"0.00","0.0","0.0",,"75","57",,"  270","  260",,"10.1","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-07-22","8.72"," 9999",,"0.04","0.0","0.0",,"69","54",,"  200","  220",,"17.0","21.9",,,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00024233","2012-07-23","7.38"," 9999",,"0.00","0.0","0.0",,"66","52",,"  180","  180",,"15.0","19.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-07-24","9.62"," 9999",,"0.00","0.0","0.0",,"74","54",,"  350","  350",,"16.1","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-07-25","5.82"," 9999",,"0.00","0.0","0.0",,"80","55",,"  290","  300",,"13.0","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-07-26","4.92"," 9999",,"0.00","0.0","0.0",,"78","55",,"  210","  200",,"12.1","14.1","    1","    1",,,,,,"    1",,,"    1",,,,,,,,,,
"USW00024233","2012-07-27","6.26"," 9999",,"0.00","0.0","0.0",,"66","57",,"  220",,,"12.1",,"    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2012-07-28","3.80"," 9999",,"0.00","0.0","0.0",,"72","56",,"  290","  270",,"12.1","23.9",,,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00024233","2012-07-29","4.47"," 9999",,"0.00","0.0","0.0",,"73","59",,"  290","  250",,"12.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-07-30","6.71"," 9999",,"0.00","0.0","0.0",,"67","56",,"  210","  200",,"14.1","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-07-31","6.26"," 2333",,"0.00","0.0","0.0",,"73","57",,"   30",,,"15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-01","4.92",,,"0.00","0.0","0.0",,"75","56",,"   20","   20",,"13.0","15.0",,,,,,,,"    1",,,,,,,,,,,,,
"USW00024233","2012-08-02","5.59",,,"0.00","0.0","0.0",,"74","54",,"   30","  300",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-03","8.72",,,"0.00","0.0","0.0",,"81","55",,"   30","   30",,"15.0","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-04","8.28",,,"0.00","0.0","0.0",,"93","62",,"   10","   20",,"19.9","23.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-05","4.25",,,"0.00","0.0","0.0",,"93","64",,"  220","  230",,"14.1","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-06","5.59",,,"0.00","0.0","0.0",,"83","60",,"  210","  210",,"13.0","15.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-08-07","5.82",,,"0.00","0.0","0.0",,"70","59",,"  210","  210",,"13.0","15.0","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2012-08-08","6.93",,,"0.00","0.0","0.0",,"72","59",,"  240","  210",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-09","8.50",,,"0.00","0.0","0.0",,"76","58",,"  350","  350",,"14.1","17.9",,,,,,,,"    1",,,,,,,,,,,,,
"USW00024233","2012-08-10","5.14",,,"0.00","0.0","0.0",,"78","54",,"  300","  360",,"16.1","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-11","5.59",,,"0.00","0.0","0.0",,"83","56",,"  340","  350",,"15.0","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-12","6.71",,,"0.00","0.0","0.0",,"87","59",,"  330","  340",,"14.1","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-13","6.26",,,"0.00","0.0","0.0",,"87","59",,"   30","   30",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-14","6.26",,,"0.00","0.0","0.0",,"84","57",,"   30","  360",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-15","10.51",,,"0.00","0.0","0.0",,"88","62",,"   20","   10",,"17.9","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-16","6.26",,,"0.00","0.0","0.0",,"94","65",,"   20","   20",,"13.0","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-17","4.03",,,"0.00","0.0","0.0",,"91","61",,"  280","  230",,"8.1","12.1",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-18","6.71",,,"0.00","0.0","0.0",,"71","58",,"  200","  200",,"13.0","16.1","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2012-08-19","6.04",,,"0.00","0.0","0.0",,"74","59",,"  180","  200",,"12.1","15.0",,,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2012-08-20","4.25",,,"0.00","0.0","0.0",,"78","59",,"  350","  360",,"8.9","12.1",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-21","6.71",,,"0.00","0.0","0.0",,"74","56",,"   40","   40",,"17.0","19.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2012-08-22","5.14",,,"0.00","0.0","0.0",,"72","56",,"   30","   30",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-23","8.50",,,"0.00","0.0","0.0",,"70","57",,"   50","   10",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-24","7.38",,,"0.00","0.0","0.0",,"72","50",,"  360","  340",,"16.1","23.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-25","7.16",,,"0.00","0.0","0.0",,"79","53",,"   20","   30",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-26","7.61",,,"0.00","0.0","0.0",,"70","54",,"  220","  200",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-27","4.03",,,"0.00","0.0","0.0",,"75","56",,"  280","  250",,"12.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-28","7.16",,,"0.00","0.0","0.0",,"73","54",,"  250","  260",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-29","5.37",,,"0.00","0.0","0.0",,"73","56",,"  250","  230",,"12.1","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-30","4.25",,,"0.00","0.0","0.0",,"73","55",,"   10","  360",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-08-31","6.49",,,"0.00","0.0","0.0",,"72","51",,"   20","   20",,"14.1","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-09-01","4.70",,,"0.00","0.0","0.0",,"71","51",,"  210","  270",,"10.1","14.1",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-09-02","4.47",,,"0.00","0.0","0.0",,"70","50",,"   30","   30",,"10.1","13.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2012-09-03","7.38",,,"0.00","0.0","0.0",,"73","55",,"  290","  360",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,
